source,id,doi,pmid,year,venue,title
EuropePMC,41464178,10.3390/diagnostics15243180,41464178,2025,Diagnostics (Basel),Detecting Airway Invasion in Variable-Length Videofluoroscopic Swallowing Studies: A Vision Transformer Approach for Oropharyngeal Dysphagia.
EuropePMC,41699632,10.1186/s12911-026-03365-9,41699632,2026,BMC Med Inform Decis Mak,Machine learning for dysphagia risk prediction in older adults after acute ischemic stroke.
EuropePMC,42143569,10.1111/1541-4337.70507,42143569,2026,Compr Rev Food Sci Food Saf,Modulating Protein-Starch Interactions for Microstructure and Rheology of Soft-Textured Dysphagia Foods-A Review.
EuropePMC,42108719,10.1111/nmo.70344,42108719,2026,Neurogastroenterol Motil,Artificial Intelligence Chatbots for Dysphagia Patient Education: A Multi-Center International Expert Evaluation.
EuropePMC,40403345,10.1016/j.anl.2025.05.002,40403345,2025,Auris Nasus Larynx,Digital health technologies in swallowing care from screening to rehabilitation: A narrative review.
EuropePMC,42154713,10.1109/jbhi.2026.3695144,42154713,2026,IEEE J Biomed Health Inform,SPARNet: A Framework for Airway Invasion Tracking from Fluoroscopic Videos of Dysphagia Patients.
EuropePMC,39217249,10.1038/s41598-024-70774-z,39217249,2024,Sci Rep,Deep learning approach for dysphagia detection by syllable-based speech analysis with daily conversations.
EuropePMC,41973941,10.2196/81028,41973941,2026,JMIR AI,Using Machine Learning to Improve Screening for Oropharyngeal Dysphagia in Hospitalized Versus Primary Care Adult Patients With COVID-19 Disease: Retrospective Observational Study.
EuropePMC,39370611,10.1111/nmo.14931,39370611,2024,Neurogastroenterol Motil,Comparison of measurement of integrated relaxation pressure by esophageal manometry with analysis of swallowing sounds with artificial intelligence in patients with achalasia.
EuropePMC,41634176,10.1007/s10278-026-01845-y,41634176,2026,J Imaging Inform Med,Detection of Swallowing Abnormalities in Pediatric FEES Recordings Using Rule-Based and Model-Based Methods.
EuropePMC,39914196,10.1016/j.compbiomed.2025.109759,39914196,2025,Comput Biol Med,Automated dysphagia characterization in head and neck cancer patients using videofluoroscopic swallowing studies.
EuropePMC,41275529,10.1016/j.heares.2025.109479,41275529,2026,Hear Res,Multi-feature machine learning classification of sonotubometry for eustachian tube dysfunction assessment.
EuropePMC,41477802,10.1109/jbhi.2025.3650133,41477802,2026,IEEE J Biomed Health Inform,CFSCNet: A Coarse-Fine Stream Conformer Neural Network for Swallow Segmentation.
EuropePMC,42074713,10.3390/jcm15082911,42074713,2026,J Clin Med,Monitoring Spontaneous Swallowing After Tracheostomy Using a Neck-Worn Electronic Stethoscope: A Pilot Study.
EuropePMC,42371600,10.1177/20552076261465164,42371600,2026,Digit Health,Multi-sensor fusion for differentiating swallows between healthy adults and patients with post-stroke dysphagia.
EuropePMC,42212596,10.1177/21695172261451702,42212596,2026,Soft Robot,Bioinspired Swallowing Soft Gripper with Toroidal Optical Waveguides for Multimodal Interactive Perception.
EuropePMC,42005711,10.1016/j.ctro.2026.101165,42005711,2026,Clin Transl Radiat Oncol,Artificial intelligence (AI) for early identification of radiotherapy related toxicities from the electronic health records of patients with head and neck cancer.
EuropePMC,41033356,10.1016/j.radonc.2025.111169,41033356,2025,Radiother Oncol,"Deep learning NTCP model for late dysphagia after radiotherapy for head and neck cancer patients based on 3D dose, CT and segmentations."
EuropePMC,42164142,10.3389/fmed.2026.1804250,42164142,2026,Front Med (Lausanne),Swallowing impairment and aspiration risk in clinically stabilized patients hospitalized for acute respiratory events: a cohort-wide machine-learning analysis with COPD-specific insights.
EuropePMC,41150044,10.3390/jimaging11100368,41150044,2025,J Imaging,Unsupervised Segmentation of Bolus and Residue in Videofluoroscopy Swallowing Studies.
EuropePMC,42073057,10.3390/children13040479,42073057,2026,Children (Basel),Artificial Intelligence-Based Video Analysis for Assessing Sucking Behavior in Preterm Infants: A Feasibility Study.
EuropePMC,39157445,10.3389/fbioe.2024.1433087,39157445,2024,Front Bioeng Biotechnol,A deep learning approach to dysphagia-aspiration detecting algorithm through pre- and post-swallowing voice changes.
EuropePMC,41912327,10.3340/jkns.2025.0252,41912327,2026,J Korean Neurosurg Soc,Machine Learning Prediction of Prevertebral Soft Tissue Swelling after Single-Level Anterior Cervical Surgery : A Proof-of-Concept Study.
EuropePMC,41378357,10.2147/ijgm.s567157,41378357,2025,Int J Gen Med,Predicting Early Dysphagia in Acute Ischemic Stroke Using an Explainable Machine Learning Model.
EuropePMC,41195886,10.1097/rnj.0000000000000521,41195886,2026,Rehabil Nurs,Swallowing Dysfunction in Stroke: The Role of Nurses and Rehabilitation Strategies Across Recovery Phases.
EuropePMC,39624613,10.2147/ijgm.s484237,39624613,2024,Int J Gen Med,A Machine-Learning Model Based on Clinical Features for the Prediction of Severe Dysphagia After Ischemic Stroke.
EuropePMC,PPR1039641,10.1101/2025.06.20.25329926,,2025,,"Deep learning NTCP model for late dysphagia after radiotherapy for head and neck cancer patients based on 3D dose, CT and segmentations"
EuropePMC,40131688,10.1007/s12094-025-03900-6,40131688,2025,Clin Transl Oncol,Artificial intelligence in dysphagia assessment: evaluating lingual muscle composition in head and neck cancer.
EuropePMC,41067594,10.1016/j.cgh.2025.09.034,41067594,2026,Clin Gastroenterol Hepatol,From Pixels to Peristalsis: Comparing Achalasia Diagnosis With Artificial Intelligence With Expert Endoscopists.
EuropePMC,39834880,10.1177/17562864241311130,39834880,2025,Ther Adv Neurol Disord,Predictors and lesion patterns of dysphagia and swallowing outcomes after acute intracerebral hemorrhage.
EuropePMC,40726741,10.1007/s41666-025-00201-z,40726741,2025,J Healthc Inform Res,Novel Videographic-Free Framework for Tracking Anatomical Structures Using Swallowing Accelerometer Signals and Multi-task Transformers.
EuropePMC,39698476,10.1109/jtehm.2024.3497895,39698476,2024,IEEE J Transl Eng Health Med,Elevating Patient Care With Deep Learning: High-Resolution Cervical Auscultation Signals for Swallowing Kinematic Analysis in Nasogastric Tube Patients.
EuropePMC,41330067,10.1016/j.compbiomed.2025.111361,41330067,2026,Comput Biol Med,Automated detection of chewing movements in videofluoroscopic swallowing studies using deep learning for landmark detection and motion analysis.
EuropePMC,42217237,10.1080/10749357.2026.2675410,42217237,2026,Top Stroke Rehabil,Optimizing cervical breath sound acquisition protocol in dysphagia patients: an orthogonal experimental study.
EuropePMC,41787362,10.1186/s12877-026-07247-7,41787362,2026,BMC Geriatr,Symptom clustering of old adult dysphagic patient phenotypes by unsupervised machine learning using multidimensional characteristics: a cross-sectional study.
EuropePMC,38719714,10.1016/j.otc.2024.04.002,38719714,2024,Otolaryngol Clin North Am,"Artificial Intelligence in Laryngology, Broncho-Esophagology, and Sleep Surgery."
EuropePMC,PPR718009,10.20944/preprints202308.2166.v1,,2023,,Artificial Intelligence in the Interpretation of Videofluoroscopic Swallowing Studies: Implications and Advances for Speech Pathologists
EuropePMC,41571515,10.1016/j.neurot.2026.e00835,41571515,2026,Neurotherapeutics,Metaplasticity in swallowing system via cross-modal neurostimulation: A randomized crossover trial with magnetoencephalography.
EuropePMC,39765160,10.1016/j.clnu.2024.12.022,39765160,2025,Clin Nutr,Effect of artificial intelligence-based video-game system on dysphagia in patients with stroke: A randomized controlled trial.
EuropePMC,38130696,10.3389/fnins.2023.1302132,38130696,2023,Front Neurosci,Machine-learning assisted swallowing assessment: a deep learning-based quality improvement tool to screen for post-stroke dysphagia.
EuropePMC,37980257,10.1016/j.anl.2023.11.004,37980257,2024,Auris Nasus Larynx,Effectiveness of FEES with artificial intelligence-assisted computer-aided diagnosis.
EuropePMC,41515539,10.3390/diagnostics16010045,41515539,2025,Diagnostics (Basel),Multi-Center Validation of Artificial Intelligence-Based Video Analysis Platform for Automatic Evaluation of Swallowing Disorders.
EuropePMC,40324167,10.2196/65551,40324167,2025,J Med Internet Res,Current Technological Advances in Dysphagia Screening: Systematic Scoping Review.
EuropePMC,37858370,10.1016/j.ultrasmedbio.2023.09.008,37858370,2024,Ultrasound Med Biol,Bedside Ultrasound to Identify and Predict Severity of Dysphagia Following Ischemic Stroke: Human Versus Artificial Intelligence.
EuropePMC,39828090,10.1016/j.bbr.2025.115430,39828090,2025,Behav Brain Res,The basic theory and application of the mirror neuron system in dysphagia after stroke.
EuropePMC,42355869,10.3390/jcm15124702,42355869,2026,J Clin Med,Construction and Validation of a 90-Day Mortality Risk Prediction Model Based on Interpretable Machine Learning for Acute Ischemic Stroke Patients Undergoing Mechanical Thrombectomy.
EuropePMC,39961823,10.1007/s00455-025-10812-8,39961823,2025,Dysphagia,Artificial Intelligence in Videofluoroscopy Swallow Study Analysis: A Comprehensive Review.
EuropePMC,42006865,10.3389/fmed.2026.1735311,42006865,2026,Front Med (Lausanne),Quantifying clinical indicators for identifying and prognosticating aspiration pneumonia in Chinese geriatric patients: a retrospective cohort study integrating multivariable regression and interpretable machine learning.
EuropePMC,41977804,10.3390/s26072019,41977804,2026,Sensors (Basel),A Multimodal In-Ear Audio and Physiological Dataset for Swallowing and Non-Verbal Event Classification.
EuropePMC,39674434,10.1016/j.jstrokecerebrovasdis.2024.108200,39674434,2025,J Stroke Cerebrovasc Dis,Prediction of stroke-associated hospital-acquired pneumonia: Machine learning approach.
EuropePMC,42145330,10.1177/20552076261450337,42145330,2026,Digit Health,Application of intelligent technologies for dysphagia risk prediction: A scoping review.
EuropePMC,41352478,10.1016/j.clnesp.2025.11.157,41352478,2026,Clin Nutr ESPEN,Application of machine learning to create a prediction model for the need of aggressive nutritional intervention during head &amp; neck cancer radiotherapy.
EuropePMC,42050134,10.1007/s00405-026-10265-1,42050134,2026,Eur Arch Otorhinolaryngol,Machine learning for predicting muscle loss after radiotherapy using clinical and toxicity data in oral cavity cancer.
EuropePMC,41518152,10.1002/micr.70176,41518152,2026,Microsurgery,Computer Aided Design/Computer Aided Manufacturing-Guided Scapular Tip Free Flap Reconstruction for Complex Maxillofacial Defects.
EuropePMC,36335226,10.1038/s41598-022-21530-8,36335226,2022,Sci Rep,A preliminary deep learning study on automatic segmentation of contrast-enhanced bolus in videofluorography of swallowing.
EuropePMC,42255209,10.3389/fonc.2026.1830230,42255209,2026,Front Oncol,Early toxicity prediction using longitudinal cone-beam CT delta-radiomics in HPV-positive oropharyngeal cancer.
EuropePMC,41708055,10.1097/moo.0000000000001117,41708055,2026,Curr Opin Otolaryngol Head Neck Surg,Artificial intelligence in head and neck cancer rehabilitation services: current state and future perspectives.
EuropePMC,PPR1208476,10.21203/rs.3.rs-8824836/v1,,2026,,Machine Learning Model for ILD Risk Prediction in Dermatomyositis Using LASSO Regression
EuropePMC,36833691,10.3390/ijerph20042998,36833691,2023,Int J Environ Res Public Health,A Comprehensive Assessment Protocol for Swallowing (CAPS): Paving the Way towards Computer-Aided Dysphagia Screening.
EuropePMC,41494913,10.1016/j.prosdent.2025.12.022,41494913,2026,J Prosthet Dent,Pharyngeal obturator using a combined conventional and digital approach: A clinical report.
EuropePMC,40834639,10.1016/j.compbiomed.2025.110887,40834639,2025,Comput Biol Med,Non-invasive integrated swallowing kinematic analysis framework leveraging transformer-based multi-task neural networks.
EuropePMC,41255362,10.2174/011570159x443258251114091930,41255362,2025,Curr Neuropharmacol,Systematic Review of Artificial Intelligence Applications in Clinical Trials for Central Nervous System Injuries.
EuropePMC,40727154,10.1007/s12070-025-05540-2,40727154,2025,Indian J Otolaryngol Head Neck Surg,A Comprehensive Review of Diagnostic Approaches to Vocal Fold Paralysis Using Artificial Intelligence.
EuropePMC,37441197,10.3389/fbioe.2023.1205009,37441197,2023,Front Bioeng Biotechnol,Computer-aided screening of aspiration risks in dysphagia with wearable technology: a Systematic Review and meta-analysis on test accuracy.
EuropePMC,40854518,10.1016/j.jamda.2025.105822,40854518,2025,J Am Med Dir Assoc,Ultrasound-based Models for Identifying Sarcopenic Dysphagia: The Key Role of Digastric Muscle.
EuropePMC,39302050,10.1089/brain.2024.0021,39302050,2024,Brain Connect,Repetitive Transcranial Magnetic Stimulation on Individualized Spots Based on Task functional Magnetic Resonance Imaging Improves Swallowing Function in Poststroke Dysphagia.
EuropePMC,40293507,10.1007/s00455-025-10829-z,40293507,2025,Dysphagia,A Machine Learning Pipeline for Automated Bolus Segmentation and Area Measurement in Swallowing Videofluoroscopy Images of an Infant Pig Model.
EuropePMC,41046271,10.1007/s11548-025-03505-y,41046271,2026,Int J Comput Assist Radiol Surg,Advancing modified barium swallow pre-sorting with deep learning: a new paradigm for the first step analysis in X-ray swallowing study.
EuropePMC,38981027,10.1002/advs.202404211,38981027,2024,Adv Sci (Weinh),Automatic Clinical Assessment of Swallowing Behavior and Diagnosis of Silent Aspiration Using Wireless Multimodal Wearable Electronics.
EuropePMC,40820054,10.1007/s10238-025-01835-4,40820054,2025,Clin Exp Med,Machine learning-based prediction of gastroesophageal junction cancer using electronic medical records.
EuropePMC,40459758,10.1007/s00455-025-10833-3,40459758,2025,Dysphagia,Use of Transfer Learning for the Automated Segmentation and Detection of Swallows via Digital Cervical Auscultation in Children.
EuropePMC,39658158,10.1016/j.foodres.2024.115354,39658158,2025,Food Res Int,Comprehensive review of dysphagia and technological advances in dysphagia food.
EuropePMC,40545474,10.1111/ggi.70108,40545474,2025,Geriatr Gerontol Int,Application of an artificial intelligence-assisted electronic stethoscope for evaluating swallowing function decline across age groups and sex in Japan.
EuropePMC,40125566,10.1002/advs.202500472,40125566,2025,Adv Sci (Weinh),Accurate and Noninvasive Dysphagia Assessment via a Soft High-Density sEMG Electrode Array Conformal to the Submental and Infrahyoid Muscles.
EuropePMC,38116798,10.1097/moo.0000000000000948,38116798,2024,Curr Opin Otolaryngol Head Neck Surg,Machine learning in the evaluation of voice and swallowing in the head and neck cancer patient.
EuropePMC,40183358,10.1177/1877718x251329354,40183358,2025,J Parkinsons Dis,Digital health technology for Parkinson's disease with comprehensive monitoring and artificial intelligence-enabled haptic biofeedback for bulbar dysfunction.
EuropePMC,38928546,10.3390/brainsci14060546,38928546,2024,Brain Sci,The Development of an Artificial Intelligence Video Analysis-Based Web Application to Diagnose Oropharyngeal Dysphagia: A Pilot Study.
EuropePMC,40040030,10.1109/embc53108.2024.10782280,40040030,2024,Annu Int Conf IEEE Eng Med Biol Soc,Swallowing Assessment using High-Resolution Cervical Auscultations and Transformer-based Neural Networks.
EuropePMC,40993813,10.1186/s41479-025-00175-x,40993813,2025,Pneumonia (Nathan),Assessing the prevalence and the underdiagnosis of aspiration pneumonia among older hospitalized patients with community-acquired pneumonia using an artificial intelligence algorithm.
EuropePMC,PPR971577,10.21203/rs.3.rs-5856988/v1,,2025,,Symptom Clustering of Dysphagia Phenotypes by Unsupervised Machine Learning Using Multidimensional Characteristics: A Cross-sectional Study of the Elderly Chinese Population
EuropePMC,40751301,10.1111/joor.70030,40751301,2025,J Oral Rehabil,Automated Assessment of Test of Masticating and Swallowing Solids Using a Neck-Worn Electronic Stethoscope: A Pilot Study.
EuropePMC,41932499,10.1016/j.radonc.2026.111521,41932499,2026,Radiother Oncol,Explainable machine learning to predict muscle loss during radiotherapy for oral cavity cancer.
EuropePMC,41446864,10.3389/fmed.2025.1719174,41446864,2025,Front Med (Lausanne),Development and validation of a screening model for dysphagia in the elderly based on acoustic features.
EuropePMC,PPR822178,10.1101/2024.03.11.24304069,,2024,,Machine Learning in Acute Stroke Care: A Novel Model for Assessing the Need for Enteral Nutrition
EuropePMC,35166079,10.3346/jkms.2022.37.e42,35166079,2022,J Korean Med Sci,Deep Learning Analysis to Automatically Detect the Presence of Penetration or Aspiration in Videofluoroscopic Swallowing Study.
EuropePMC,42099895,10.1016/j.phro.2026.100978,42099895,2026,Phys Imaging Radiat Oncol,An evaluation of uncertainty quantification methods and measures for deep learning outcome prediction models in head and neck cancer radiotherapy.
EuropePMC,40903676,10.1007/s00586-025-09320-y,40903676,2026,Eur Spine J,LASSO-based machine learning algorithm for prediction of dysphagia in patients suffering anterior cervical discectomy and fusion.
EuropePMC,36522385,10.1038/s41598-022-25618-z,36522385,2022,Sci Rep,Expert-level aspiration and penetration detection during flexible endoscopic evaluation of swallowing with artificial intelligence-assisted diagnosis.
EuropePMC,PPR451319,10.21203/rs.3.rs-1290779/v1,,2022,,Automatic segmentation of contrast-enhanced bolus in videofluorography images of swallowing using deep learning: a preliminary study
EuropePMC,41741312,10.1016/j.oooo.2026.01.010,41741312,2026,Oral Surg Oral Med Oral Pathol Oral Radiol,The role of dentists in the recognition of neurodegenerative and systemic conditions with neurological involvement.
EuropePMC,40750014,10.1016/j.radonc.2025.111066,40750014,2025,Radiother Oncol,Explainable machine learning for predicting aspiration pneumonia after radiotherapy in oral cavity cancer.
EuropePMC,41862771,10.1007/s11894-026-01039-0,41862771,2026,Curr Gastroenterol Rep,Gastrointestinal Complaints After Fundoplication: Rapid Review and Evidence Mapping.
EuropePMC,41856253,10.1016/j.radonc.2026.111486,41856253,2026,Radiother Oncol,A multi-toxicity deep learning approach for normal tissue complication probability modelling in head and neck cancer patients receiving radiotherapy.
EuropePMC,40031587,10.1109/tnsre.2025.3540842,40031587,2025,IEEE Trans Neural Syst Rehabil Eng,Continuous Estimation of Swallowing Motion With EMG and MMG Signals.
EuropePMC,41331076,10.1038/s43856-025-01255-1,41331076,2025,Commun Med (Lond),A deep learning-based approach to enhance accuracy and feasibility of long-term high-resolution manometry examinations.
EuropePMC,41974983,10.1038/s41598-026-48214-x,41974983,2026,Sci Rep,Explainable machine learning for predicting mechanical ventilation in Alzheimer's patients with pneumonia: a SHAP-guided XGBoost nomogram based on MIMIC-IV.
EuropePMC,41749734,10.3390/bioengineering13020195,41749734,2026,Bioengineering (Basel),"Digital and Intelligent Rehabilitation Technologies in Stroke and Neurological Disorders: A Systematic Review of Artificial Intelligence, Virtual Reality, Gamification, and Emerging Therapeutic Platforms in Neurorehabilitation."
EuropePMC,36417738,10.1109/jbhi.2022.3224323,36417738,2023,IEEE J Biomed Health Inform,Autonomous Swallow Segment Extraction Using Deep Learning in Neck-Sensor Vibratory Signals From Patients With Dysphagia.
EuropePMC,PPR397119,10.21203/rs.3.rs-884186/v1,,2021,,Deep Learning Analysis to Automatically Detect the Presence of Penetration or Aspiration in Videofluoroscopic Swallowing Study
EuropePMC,38953836,10.1152/ajpgi.00139.2024,38953836,2024,Am J Physiol Gastrointest Liver Physiol,Enhancing the diagnostic yield of esophageal manometry using distension-contraction plots of peristalsis and artificial intelligence.
EuropePMC,41829459,10.3390/s26051498,41829459,2026,Sensors (Basel),Quantification of Tongue Motor Dysfunction in Amyotrophic Lateral Sclerosis Using a Smartphone-Based Task and Deep Learning.
EuropePMC,38743079,10.1007/s00405-024-08678-x,38743079,2024,Eur Arch Otorhinolaryngol,Clinical evaluation of a machine learning-based dysphagia risk prediction tool.
EuropePMC,39460005,10.3390/s24206525,39460005,2024,Sensors (Basel),Electromyography- and Bioimpedance-Based Detection of Swallow Onset for the Control of Dysphagia Treatment.
EuropePMC,41636824,10.2196/86069,41636824,2026,JMIR Form Res,Prediction of Aspiration Risk by Using Vocal Biomarkers: Machine Learning Development and Validation Study.
EuropePMC,39433063,10.1055/a-2445-8952,39433063,2024,Semin Respir Crit Care Med,Swallowing and Aspiration: How to Evaluate and Treat Swallowing Disorders Associated with Aspiration Pneumonia in Older Persons.
EuropePMC,39917741,10.3389/fnut.2025.1518466,39917741,2025,Front Nutr,Navigating next-gen nutrition care using artificial intelligence-assisted dietary assessment tools-a scoping review of potential applications.
EuropePMC,PPR1106236,10.1101/2025.10.22.25337435,,2025,,Machine learning predicts treatment response to nusinersen in non-sitter Spinal Muscular Atrophy (SMA).
EuropePMC,41308193,10.2196/85223,41308193,2025,J Med Internet Res,AI in Esophageal Motility Disorders: Systematic Review of High-Resolution Manometry Studies.
EuropePMC,40500934,10.1002/smll.202503969,40500934,2025,Small,A Highly Flexible Self-Powered Triboelectric Sensor Array for Silent Speech Recognition and Swallowing Motion Analysis.
EuropePMC,39012305,10.1111/ene.16370,39012305,2024,Eur J Neurol,Dysphagia in primary progressive aphasia: Clinical predictors and neuroanatomical basis.
EuropePMC,41761651,10.1002/adhm.202505765,41761651,2026,Adv Healthc Mater,Skin-Interfaced Wireless Biomechanical System for Detecting Aspiration in Elderly Populations.
EuropePMC,IND608721790,,,2024,Food Research International.,Comprehensive review of dysphagia and technological advances in dysphagia food
EuropePMC,38793908,10.3390/s24103057,38793908,2024,Sensors (Basel),Novel Approach Combining Shallow Learning and Ensemble Learning for the Automated Detection of Swallowing Sounds in a Clinical Database.
EuropePMC,40778379,10.1016/j.dib.2025.111890,40778379,2025,Data Brief,"ChewNet: A multimodal dataset for invivo and invitro beef and plant-based burger patty boluses with images, texture, and force profiles."
EuropePMC,PPR1156077,10.21203/rs.3.rs-8494694/v1,,2026,,Risk prediction of progression of reflux esophagitis based on contrast-enhanced ultrasound technology and machine learning
EuropePMC,41176567,10.1007/s00405-025-09797-9,41176567,2026,Eur Arch Otorhinolaryngol,Digital workflow for a 3D-Printed speech bulb denture in an edentulous Post-Oncologic patient with velopharyngeal insufficiency: A case report.
EuropePMC,37845272,10.1038/s41598-023-44802-3,37845272,2023,Sci Rep,Application of deep learning technology for temporal analysis of videofluoroscopic swallowing studies.
EuropePMC,41282964,10.1007/s40203-025-00401-w,41282964,2025,In Silico Pharmacol,Targeting the core: C9ORF72 antagonists as pioneers in amyotrophic lateral sclerosis therapy-a computational and machine learning based approach.
EuropePMC,37837871,10.1016/j.jns.2023.120831,37837871,2023,J Neurol Sci,Swallowing sound index analysis using electronic stethoscope and artificial intelligence for patients with Parkinson's disease.
EuropePMC,39579458,10.1016/j.cmpb.2024.108505,39579458,2025,Comput Methods Programs Biomed,Recent advancements and future directions in automatic swallowing analysis via videofluoroscopy: A review.
EuropePMC,39130520,10.1177/20552076241271778,39130520,2024,Digit Health,Diagnostic value of a deep learning-based hyoid bone tracking model for aspiration in patients with post-stroke dysphagia.
